"_idx","_category","category","directory","_filename","filename","_text"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0082","82"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0083","83"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0084","84"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0085","85"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0086","86"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0087","87"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0088","88"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0089","89"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0090","90"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0091","91"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0092","92"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0093","93"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0094","94"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0095","95"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0096","96"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0097","97"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0098","98"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0099","99"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0100","100"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0101","200"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0102","300"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0103","400"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0104","500"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0105","600"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0106","700"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0107","800"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0108","900"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0109","1000"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0110","アンド"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0111","マイナス"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0112","ポイント"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0167","ポイント 0"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0168","ポイント 1"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0169","ポイント 2"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0170","ポイント 3"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0171","ポイント 4"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0172","ポイント 5"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0173","ポイント 6"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0174","ポイント 7"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0175","ポイント 8"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"0176","ポイント 9"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"amp0","アンプ"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"amp1","アンプ"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"celsius0","摂氏温度"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"celsius1","摂氏温度"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"db0","デシベル"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"db1","デシベル"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"degree0","角度"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"degree1","角度"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"eebad","不調なEEPROMです"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"fahr0","華氏温度"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"fahr1","華氏温度"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"foot0","フィート"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"foot1","フィート"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"founce0","オンス"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"founce1","オンス"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"fps0","フィート、パーセコンド"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"fps1","フィート、パーセコンド"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"g0","ジー"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"g1","ジー"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"hello","OpenTXへようこそ！"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"hour0","時"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"hour1","時"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"inactiv","無効時アラーム"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"knot0","ノット"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"knot1","ノット"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"kph0","キロ、パーアワー"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"kph1","キロ、パーアワー"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"lowbatt","送信機側のバッテリーが低下しています"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mamp0","ミリアンペア"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mamp1","ミリアンペア"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mamph0","ミリアンペア アワー"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mamph1","ミリアンペア アワー"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"maxtrim","トリム 最大"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"meter0","メートル"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"meter1","メートル"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"midtrim","トリム センター"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mintrim","トリム 最小"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"minute0","分"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"minute1","分"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"ml0","ミリリットル"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"ml1","ミリリットル"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"modelpwr","受信機が接続されたままです"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mph0","マイル パーアワー"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mph1","マイル パーアワー"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mps0","メートル パーセコンド"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mps1","メートル パーセコンド"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mwatt0","ミリワット"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"mwatt1","ミリワット"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"percent0","パーセント"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"percent1","パーセント"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"rad0","ラジアン"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"rad1","ラジアン"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"rpm0","R P M"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"rpm1","R P M"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"rssi_org","RSSI、低下"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"rssi_red","RSSI信号、切れます"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"rxko","電力オーバーロード"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"second0","秒"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"second1","秒"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"sensorko","センサー ロスト"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"servoko","サーボ オーバーロード"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"swalert","スイッチ警告"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"swr_red","無線アンテナが不良です"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"telemko","テレメトリー ロスト"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"telemok","テレメトリー 回復"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"thralert","スロットル警告"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"timovr1","タイマー1、時間経過"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"timovr2","タイマー2、時間経過"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"timovr3","タイマー3、時間経過"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"trainko","トレーナー信号、ロスト"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"trainok","トレーナー信号、回復"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"volt0","ボルト"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"volt1","ボルト"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"watt0","ワット"
"en-US-taranis.csv","OPENTX SYSTEM","system","en/system/",,"watt1","ワット"
"IDX_TELM.txt","SYSTEM TELEMETRY","telemetry","en/","battcns","batcns","バッテリー減少"
"IDX_EQIP.txt","EQUIP","telemetry","en/","batcrit","batcrt","バッテリー、切れます"
"IDX_EQIP.txt","EQUIP","telemetry","en/","batlow","batlow","ロー バッテリー"
"IDX_TELM.txt","SYSTEM TELEMETRY","telemetry","en/","currdrw","curdrw","消費電流"
"IDX_TELM.txt","SYSTEM TELEMETRY","telemetry","en/","lwstcell","lwcell","電池容量、最低値"
"IDX_TELM.txt","SYSTEM TELEMETRY","telemetry","en/","packvlt","pckvlt","パック電圧"
"IDX_TELM.txt","SYSTEM TELEMETRY","telemetry","en/","pwrrd","pwrrd","パワーリーディング"
"IDX_MODL.txt","MODELS",,"en/","180qx","180qx","180QX"
"IDX_MODL.txt","MODELS",,"en/","200qx","200qx","200QX"
